"IDENTIFICACION","SEXO","SALARIO","TIPO_ASEGURAMIENTO","SECTOR","INDICADOR_ACTIVO","INDICADOR.EXTRANJERO","INDICADOR_MOROSO","EDAD"
1070,"MUJER","2183054,04","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
1071,"HOMBRE","651535","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
1072,"MUJER","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",29
1073,"HOMBRE","299647","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",64
1074,"MUJER","347520","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
1075,"HOMBRE","594640","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
1076,"HOMBRE","207858","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",55
1077,"HOMBRE","3211392","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",60
1078,"HOMBRE","631550,63","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
1079,"HOMBRE","374222,12","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
1080,"MUJER","338166","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",63
1081,"MUJER","180000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",78
1082,"MUJER","582638","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",60
1083,"MUJER","818240,4","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
1084,"MUJER","317915","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
1085,"HOMBRE","449694,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
1086,"MUJER","607000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
1087,"HOMBRE","302470","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",31
1088,"HOMBRE","300000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",58
1089,"HOMBRE","359543","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
1090,"MUJER","717302","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
1091,"HOMBRE","301597,4","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",46
1092,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",34
1093,"HOMBRE","700000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
1094,"MUJER","384000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
1095,"HOMBRE","783349,9","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",45
1096,"HOMBRE","1615550,07","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",37
1097,"MUJER","247663","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",19
1098,"MUJER","1267616,39","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
1099,"HOMBRE","377999","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",37
1100,"MUJER","297044","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",53
1101,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",24
1102,"HOMBRE","297045","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",33
1103,"HOMBRE","239460","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
1104,"HOMBRE","331181","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",30
1105,"HOMBRE","580840,94","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
1106,"MUJER","850000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
1107,"HOMBRE","367500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
1108,"HOMBRE","594092","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",62
1109,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",33
1110,"HOMBRE","429000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",53
1111,"HOMBRE","460742,68","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
1112,"MUJER","469397,06","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
1113,"HOMBRE","509509","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",48
1114,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",43
1115,"MUJER","326036","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",54
1116,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",53
1117,"HOMBRE","425000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
1118,"HOMBRE","1427100,52","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",44
1119,"HOMBRE","321287","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",54
1120,"HOMBRE","610142","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",61
1121,"HOMBRE","1602501","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",60
1122,"HOMBRE","440086,31","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
1123,"HOMBRE","812849","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",74
1124,"HOMBRE","449060","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",58
1125,"HOMBRE","326753","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",42
1126,"HOMBRE","364062,51","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
1127,"HOMBRE","278030,99","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",31
1128,"HOMBRE","876640,38","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
1129,"HOMBRE","288203","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",26
1130,"HOMBRE","51450,83","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",50
1131,"HOMBRE","538446,65","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
1132,"MUJER","198257,15","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",97
1133,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","SI","NO",39
1134,"HOMBRE","636889","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",49
1135,"HOMBRE","600000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",58
1136,"MUJER","297139","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","NO","NO","SI",41
1137,"MUJER","277000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
1138,"HOMBRE","635014","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",51
1139,"HOMBRE","79912","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",19
1140,"HOMBRE","393512,27","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",44
1141,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","SI",21
1142,"MUJER","125736,88","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
1143,"HOMBRE","1279854,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",39
1144,"MUJER","385000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
1145,"HOMBRE","555522","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
1146,"HOMBRE","1190185,9","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",44
1147,"MUJER","550590,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",26
1148,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",50
1149,"MUJER","475006","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
1150,"MUJER","356649","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",48
1151,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",38
1152,"MUJER","290000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
1153,"MUJER","1122731","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",63
1154,"MUJER","1551166,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",31
1155,"MUJER","479260","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
1156,"MUJER","1235915","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",64
1157,"HOMBRE","454230,29","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",42
1158,"HOMBRE","767326,7","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",37
1159,"HOMBRE","322474","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",28
1160,"MUJER","400000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",37
1161,"HOMBRE","445799,84","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",34
1162,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",48
1163,"MUJER","627720,31","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
1164,"HOMBRE","540000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
1165,"MUJER","475832,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
1166,"HOMBRE","324516,38","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",54
1167,"MUJER","3300500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
1168,"HOMBRE","387626","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",32
1169,"HOMBRE","802029","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",60
1170,"HOMBRE","331171","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
1171,"HOMBRE","3652052,72","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",67
1172,"HOMBRE","2036980,28","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
1173,"HOMBRE","279463,72","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",72
1174,"HOMBRE","170013,99","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
1175,"MUJER","307580","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",19
1176,"HOMBRE","729689,4","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",38
1177,"MUJER","287862,75","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",56
1178,"HOMBRE","420583,35","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
1179,"MUJER","716640","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
1180,"HOMBRE","330000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",56
1181,"HOMBRE","389716,32","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",50
1182,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",42
1183,"MUJER","299647","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",83
1184,"MUJER","530654,96","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
1185,"MUJER","580000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
1186,"MUJER","590156,82","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
1187,"MUJER","1136716,66","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
1188,"HOMBRE","458557","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",42
1189,"HOMBRE","1273490,63","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
1190,"HOMBRE","403983","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",43
1191,"HOMBRE","1646695","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",54
1192,"MUJER","634764","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",69
1193,"HOMBRE","303131","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",88
1194,"MUJER","298751","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",36
1195,"MUJER","220000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
1196,"HOMBRE","446228","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
1197,"HOMBRE","24000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",35
1198,"HOMBRE","120159,3","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",66
1199,"HOMBRE","296822,51","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",27
1200,"MUJER","278031","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","SI",46
1201,"HOMBRE","305704","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",62
1202,"MUJER","164917","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",42
1203,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","SI",68
1204,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",51
1205,"HOMBRE","1489400,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",33
1206,"HOMBRE","355741","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",66
1207,"MUJER","314828,5","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",22
1208,"MUJER","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",49
1209,"HOMBRE","3355438,16","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
1210,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",42
1211,"HOMBRE","1177801","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",82
1212,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",38
1213,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",64
1214,"HOMBRE","3580557","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",82
1215,"HOMBRE","159780","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",37
1216,"HOMBRE","592110","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
1217,"HOMBRE","640705,61","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",25
1218,"HOMBRE","3000000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
1219,"HOMBRE","286990,48","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
1220,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",19
1221,"MUJER","486139,05","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
1222,"HOMBRE","404181,98","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",57
1223,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",31
1224,"MUJER","227097,48","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
1225,"HOMBRE","415869","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",61
1226,"MUJER","418017","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
1227,"HOMBRE","403320,12","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
1228,"MUJER","293611","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",29
1229,"HOMBRE","404463","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",57
1230,"HOMBRE","790612,8","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
1231,"MUJER","351475,79","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
1232,"HOMBRE","140000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
1233,"HOMBRE","367656","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",46
1234,"HOMBRE","437356,05","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",29
1235,"MUJER","650000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
1236,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",30
1237,"MUJER","694194","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",33
1238,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",26
1239,"MUJER","1990669,08","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
1240,"HOMBRE","716480,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",59
1241,"HOMBRE","629602,7","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
1242,"MUJER","139857,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
1243,"MUJER","627456","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",50
1244,"HOMBRE","387148,05","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",61
1245,"HOMBRE","1021093,09","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",61
1246,"HOMBRE","350000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
1247,"HOMBRE","260000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",40
1248,"HOMBRE","2276454,04","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
1249,"MUJER","278030","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",67
1250,"MUJER","346913","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
1251,"HOMBRE","426096,65","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",63
1252,"MUJER","251072,18","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",14
1253,"MUJER","747594","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",31
1254,"HOMBRE","593740,05","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
1255,"HOMBRE","714425","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
1256,"HOMBRE","1176482,04","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
1257,"HOMBRE","1006388,25","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
1258,"HOMBRE","278035","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",32
1259,"MUJER","353398,58","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
1260,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",68
1261,"HOMBRE","531911,06","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
1262,"MUJER","273622","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
1263,"HOMBRE","347320","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",42
1264,"MUJER","1124791,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
1265,"MUJER","205000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
1266,"MUJER","630000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",64
1267,"HOMBRE","920750","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",46
1268,"HOMBRE","703681","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
1269,"MUJER","365528","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",34
1270,"HOMBRE","305704","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",57
1271,"HOMBRE","179401,84","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
1272,"HOMBRE","308333","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
1273,"HOMBRE","2334718,75","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
1274,"MUJER","1720445,3","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",43
1275,"MUJER","542281,48","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
1276,"HOMBRE","486470,39","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",69
1277,"HOMBRE","170502","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",52
1278,"HOMBRE","762500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
1279,"HOMBRE","282305","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",45
1280,"HOMBRE","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",42
1281,"MUJER","400228,96","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",44
1282,"HOMBRE","490013,49","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",40
1283,"HOMBRE","343391,57","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
1284,"MUJER","332161","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",40
1285,"HOMBRE","1083336,99","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",48
1286,"HOMBRE","289083,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
1287,"MUJER","377634,82","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
1288,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",56
1289,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",40
1290,"HOMBRE","382136","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",55
1291,"HOMBRE","609030","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",57
1292,"HOMBRE","465239","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",36
1293,"HOMBRE","449243,84","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
1294,"HOMBRE","60000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",18
1295,"HOMBRE","395499","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
1296,"MUJER","382136","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",62
1297,"MUJER","558849","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",33
1298,"HOMBRE","300000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",36
1299,"MUJER","280000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
1300,"MUJER","448387,72","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
1301,"MUJER","302470","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",29
1302,"MUJER","195143","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",39
1303,"HOMBRE","513383,02","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
1304,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",61
1305,"HOMBRE","343390","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
1306,"MUJER","1204805,59","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",41
1307,"HOMBRE","1611500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
1308,"MUJER","1047569","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",47
1309,"HOMBRE","526800","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",44
1310,"HOMBRE","580021,27","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",29
1311,"HOMBRE","526083,62","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
1312,"MUJER","910693,65","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",40
1313,"HOMBRE","493046,78","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
1314,"HOMBRE","330798","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",33
1315,"HOMBRE","2520949,98","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",67
1316,"MUJER","297045","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",28
1317,"HOMBRE","306723,3","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",41
1318,"MUJER","300000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",37
1319,"HOMBRE","666854,7","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
1320,"MUJER","397927","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
1321,"HOMBRE","1214487","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",47
1322,"MUJER","778239","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",33
1323,"HOMBRE","870468,31","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
1324,"HOMBRE","370000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",41
1325,"MUJER","289546,95","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",22
1326,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",36
1327,"MUJER","190000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",45
1328,"HOMBRE","385702","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",60
1329,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","SI","NO",37
1330,"HOMBRE","324390","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
1331,"MUJER","2187872","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",68
1332,"HOMBRE","305704","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",87
1333,"MUJER","389481,25","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",45
1334,"HOMBRE","450000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
1335,"MUJER","48989,7","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
1336,"HOMBRE","977750","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
1337,"HOMBRE","305000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",37
1338,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",31
1339,"HOMBRE","65249,56","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",26
1340,"MUJER","659264","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",40
1341,"MUJER","896802,93","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
1342,"HOMBRE","319572","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",38
1343,"HOMBRE","629292,61","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
1344,"MUJER","1408126","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",37
1345,"HOMBRE","1575682","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
1346,"MUJER","268333,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
1347,"MUJER","308000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
1348,"HOMBRE","350000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",31
1349,"MUJER","590706,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",32
1350,"MUJER","759928","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",78
